river_name,river_length_km,source_lat,source_lon,mouth_lat,mouth_lon,countries_passed,continent,main_country,length_category
Lufira,28.362792200696237,-1202557.4373481518,3029977.390029415,-1214226.1771817699,3004887.0204248386,Democratic Republic of the Congo,Africa,Democratic Republic of the Congo,Short
Lufira,529.3729010498665,-1214226.1771817699,3004887.0204248386,-917558.3263633018,2944574.468186453,Democratic Republic of the Congo,Africa,Democratic Republic of the Congo,Medium
Lokoro,135.64545530454106,-191842.69773651706,2049588.5914009814,-299838.8631686097,2023824.2170669911,Democratic Republic of the Congo,Africa,Democratic Republic of the Congo,Short
Lokoro,354.4556031840373,-308217.2891373977,2347194.292568621,-191842.69773651706,2049588.5914009814,Democratic Republic of the Congo,Africa,Democratic Republic of the Congo,Short
Awash,33.41264406197409,940049.5788332406,4356897.023450018,1290838.3292198093,4633304.188773239,Ethiopia,Africa,Ethiopia,Short
Awash,822.7795490931268,996054.930737437,4238511.354041937,1269380.5808681303,4630369.006887088,Ethiopia,Africa,Ethiopia,Medium
Beas,33.05807308403529,3736039.4449998294,8453024.878403585,3725842.1481774086,8482566.940535491,India,Asia,India,Short
Beas,409.0602845929487,3774533.552608944,8593315.701517569,3633548.0777355847,8349260.763206144,India,Asia,India,Short
Tungabhadra,88.96355264119664,1506508.9694424258,8408045.933759332,1709379.451256475,8495829.614243284,India,Asia,India,Short
Tungabhadra,542.4177404354017,1476093.0736550803,8384401.413009782,1789453.1140761706,8709293.43467461,India,Asia,India,Medium
Mahaweli,48.1405891095611,801920.7463610675,8995408.442310167,887446.8656789736,9032723.300918361,Sri Lanka,Asia,Sri Lanka,Short
Mahaweli,186.50962823788453,810298.260803389,8978612.679294972,887446.8656789736,9032723.300918361,Sri Lanka,Asia,Sri Lanka,Short
Ngun,32.020153495817894,2088482.1697407719,11417721.649076203,2107696.8082656316,11441491.186832014,Laos,Asia,Laos,Short
Ngun,322.42794437414534,2221236.997642654,11488725.873110997,2088482.1697407719,11417721.649076203,Laos,Asia,Laos,Short
Qumar,26.658407464256516,4169088.2498399196,10248905.044400914,4169578.41011685,10274631.37008082,China,Asia,China,Short
Qumar,489.61362166211654,4172526.4600605625,10124420.71929605,4095788.3224823694,10566899.388633277,China,Asia,China,Short
Yalu,61.381596383873074,4931751.436292125,13952387.095817676,4904396.458866262,13910397.688279685,"China, North Korea",Asia,North Korea,Short
Yalu,748.0963499716629,4931751.436292125,13952387.095817676,4904396.458866262,13910397.688279685,"China, North Korea",Asia,North Korea,Medium
Corumbá,46.559274003984335,-2062354.3164020816,-5449360.850431309,-2032195.7113608187,-5416462.35345737,Brazil,South America,Brazil,Short
Corumbá,391.51886776541585,-1774620.255908927,-5428401.47755539,-2032298.0023835457,-5416524.861960501,Brazil,South America,Brazil,Short
Lukuga,129.3444986092971,-576355.0052877483,3319136.289991359,-654941.85995947,3249398.5425852216,"Democratic Republic of the Congo, United Republic of Tanzania",Africa,United Republic of Tanzania,Short
Lukuga,306.4924213315458,-626623.0093524418,2996467.3968291935,-654941.85995947,3249398.5425852216,Democratic Republic of the Congo,Africa,Democratic Republic of the Congo,Short
Tietê,340.88875039613674,-2335504.7033234895,-5706692.051255555,-2557035.6880638017,-5403172.502139521,Brazil,South America,Brazil,Short
Tietê,550.3008600527507,-2690624.0266046356,-5116367.18320851,-2557035.6880638017,-5403172.502139521,Brazil,South America,Brazil,Medium
Tao’er,24.698884324073667,5703384.1624597,13807845.694490787,5705653.825325042,13785266.53605547,China,Asia,China,Short
Tao’er,597.4737922619395,5910105.565737453,13376738.137201386,5703384.1624597,13807845.694490787,China,Asia,China,Medium
Oka,346.660397379303,7334821.220799081,11365720.009993235,7580665.744527519,11332574.196767773,Russia,Europe,Russia,Short
Oka,1021.2964867218332,6761725.881548154,11190136.34245929,7334821.220799081,11365720.009993235,Russia,Europe,Russia,Medium
Mearim,10.815221516665886,-418165.90766868205,-4974826.190031907,-427024.2241120657,-4968643.283743951,Brazil,South America,Brazil,Short
Mearim,566.5382082036361,-748559.511826846,-5152603.090697445,-418165.90766868205,-4974826.190031907,Brazil,South America,Brazil,Medium
Oti,194.54870401160875,840063.9622942796,8381.574941564493,971333.0455007352,20399.51410875037,Ghana,Africa,Ghana,Short
Oti,765.2495133023245,1185492.0306131525,163245.03256808774,971333.0455007352,20399.51410875037,"Benin, Burkina Faso, Ghana, Togo",Africa,Ghana,Medium
Luvua,112.3993156298573,-1041717.3990636669,3174333.9836079213,-941557.7134332984,3215709.177158622,"Democratic Republic of the Congo, Zambia",Africa,Zambia,Short
Luvua,358.40658462707296,-747798.2859393809,3000272.262237167,-941557.7134332984,3215665.6929825316,"Democratic Republic of the Congo, Zambia",Africa,Democratic Republic of the Congo,Short
Bol’shoy Yenisey,788.0255587932094,6859884.59979266,10990924.460741837,6718549.368459821,10515767.433072131,Russia,Europe,Russia,Medium
Bunga,416.4952660765422,1113895.5130411014,991683.8133681054,1421394.2284677876,1194292.8963426792,Nigeria,Africa,Nigeria,Short
Niari,415.7737899543777,-365881.8556090222,1625628.745556557,-389399.58098028705,1413887.9856028478,Republic of the Congo,Africa,Republic of the Congo,Short
Lungwebungu,671.2658888849261,-1396114.8350247636,2062726.2481025092,-1595571.496837759,2582171.9091210244,"Angola, Zambia",Africa,Angola,Medium
Luangwa,846.3186268099548,-1083249.2753383908,3692176.1656330763,-1750151.5780889713,3385471.400618365,"Mozambique, Zambia",Africa,Zambia,Medium
Great Ruaha,683.3335995993938,-1045587.1817299013,3847034.1877375864,-877208.7881692062,4209203.019356523,United Republic of Tanzania,Africa,United Republic of Tanzania,Medium
Tekezé,415.3141626477777,1333988.949982854,4371110.913509803,1549674.609074127,4209730.264991625,Ethiopia,Africa,Ethiopia,Short
Mun,602.458446310713,1595480.998850068,11354859.837014474,1714845.087587425,11744630.249407252,Thailand,Asia,Thailand,Medium
Chi,666.2091514598559,1835995.8917778041,11288448.62907931,1699778.4288714344,11656938.972797489,Thailand,Asia,Thailand,Medium
Shandian,275.2612478701953,5059491.594554314,12912604.348170778,5118646.20891824,12981450.669967052,China,Asia,China,Short
Da,945.4968877853455,2827021.6722247154,11200083.347740134,2409010.5358583475,11726377.766493002,"China, Vietnam",Asia,Vietnam,Medium
Onon,1295.0233206544156,6221897.504993122,12123431.778381044,6717026.314980978,12894297.510036416,"Mongolia, Russia",Europe,Russia,Medium
Tone,318.09134568019516,4400446.470480914,15480883.063030688,4238903.29439934,15680122.1223582,Japan,Asia,Japan,Short
Taymura,1084.0430966354945,8932274.78694474,11587500.17910198,9250903.53398684,10914647.780356,Russia,Europe,Russia,Medium
Alazeya,1891.883072402227,10452840.194977254,16600943.035263812,11314503.094696833,17105761.706549678,Russia,Europe,Russia,Medium
Mana,798.722181829127,7201286.063533956,10631826.699059336,7473367.737121019,10656873.584487824,Russia,Europe,Russia,Medium
Popigay,1497.6272502752304,11321191.101425402,12343472.580446143,12066164.488185078,11812612.323203709,Russia,Europe,Russia,Medium
Contas,461.7573732348645,-1482076.0616093562,-4657541.181422026,-1594445.6767187184,-4340568.7153278,Brazil,South America,Brazil,Short
Maicuru,463.3617381651105,157927.11950046616,-6162180.642527047,-242203.4920632211,-6047001.931105686,Brazil,South America,Brazil,Short
Mira,224.6505968824974,36019.88241042934,-8673168.955386903,198166.83827905913,-8784882.521526003,"Colombia, Ecuador",South America,Ecuador,Short
Copiapó,316.43180494430703,-3132424.466573299,-7710815.218792261,-3143781.39496515,-7896182.825946705,Chile,South America,Chile,Short
Dulce,783.7376268245183,-3008614.7285328167,-7309499.757647292,-3548790.11185392,-6963958.187861198,Argentina,South America,Argentina,Medium
Cả,369.64165127967675,2246633.2145231976,11558556.024391327,2101608.2332149297,11772112.248696841,"Laos, Vietnam",Asia,Vietnam,Short
Nakdong,468.17691198108224,4419222.21573687,14366541.25995355,4157676.703988991,14355798.483114121,South Korea,Asia,South Korea,Short
Palyavaam,913.6473942063216,10385642.505836977,19727058.503108684,10656739.880750824,19004693.934360947,Russia,Europe,Russia,Medium
Great Kei,365.4400386591801,-3762272.3247009297,2945998.574953435,-3829593.6378956246,3157386.025976404,South Africa,Africa,South Africa,Short
Lukenie,870.9633699469881,-389464.49467038066,2699552.0069569983,-301822.609690749,2020725.9695204988,Democratic Republic of the Congo,Africa,Democratic Republic of the Congo,Medium
Kondoma,466.1474919279982,6846073.215155286,9823863.529676223,7090736.331386813,9708690.25377687,Russia,Europe,Russia,Short
Daling,477.2184507940838,5004026.939507398,13244671.258890636,4962096.828652885,13532558.246701915,China,Asia,China,Short
Bol’shoy Anyuy,1367.9044691357633,10044109.849528566,18807764.971888278,10564482.780339273,17915263.12866201,Russia,Europe,Russia,Medium
Aoukalé,359.5643797003033,1227988.505395718,2543269.8780855066,1046792.875492912,2316130.2842735252,"Central African Republic, Chad",Africa,Central African Republic,Short
Chico,209.64088856234588,-5085180.772398652,-7918071.673086573,-5227289.27636836,-7840778.550084602,Argentina,South America,Argentina,Short
Tambo,263.02760311927074,-1833131.5616583633,-7837870.545808508,-1927829.424598598,-7998261.929320616,Peru,South America,Peru,Short
Pisco,162.25083799436203,-1443052.1762494775,-8375995.378219167,-1528176.0269570623,-8484923.239327429,Peru,South America,Peru,Short
Ocoña,228.33753216359102,-1642599.974732562,-8190535.367190529,-1844433.103356262,-8139514.839830615,Peru,South America,Peru,Short
Yapacani,281.5914930324918,-1991592.7688683756,-7145412.21916744,-1776978.7038770516,-7198036.225520714,Bolivia,South America,Bolivia,Short
Una,234.84751921911004,-920297.6303709403,-4105341.0647628745,-933969.4635985207,-3893442.674670833,Brazil,South America,Brazil,Short
Piauí,493.82842690339857,-1021181.7524324026,-4826020.621687082,-693571.9869508999,-4769980.389749648,Brazil,South America,Brazil,Short
Olifants,277.9126760645902,-3896252.6680644657,2142709.9545001173,-3699876.8065185244,2024829.7886390984,South Africa,Africa,South Africa,Short
Alima,400.7092966168244,-275193.0974289094,1581644.5014403893,-175865.2380628612,1850512.5977338112,"Democratic Republic of the Congo, Republic of the Congo",Africa,Republic of the Congo,Short
Ebola,225.99343086957387,401061.7944959415,2530996.4693837846,367586.89233154256,2322815.9763475354,Democratic Republic of the Congo,Africa,Democratic Republic of the Congo,Short
Lua,307.97125697597835,443846.3404203834,2247822.0791563857,303713.211531545,2050023.4331618925,Democratic Republic of the Congo,Africa,Democratic Republic of the Congo,Short
Chinko,420.07959864410896,864763.0555161055,2726012.1281084483,534014.099198947,2659111.723192254,"Central African Republic, Democratic Republic of the Congo",Africa,Central African Republic,Short
Baoulé,527.6586388181076,1377425.322182628,-971789.8028064166,1513764.1135974205,-1100848.1196838615,Mali,Africa,Mali,Medium
Oued Sebou,470.13381008807755,3892825.6637939434,-564742.5837004349,4040640.591236647,-743095.6496991796,Morocco,Africa,Morocco,Short
Lucala,410.0469445852309,-880163.6829325501,1715178.9706942127,-1070062.9677518578,1585134.1065716995,Angola,Africa,Angola,Short
Ngounie,366.88152638859106,-228490.90349643707,1349911.8915287838,-65474.426795696,1146106.9937117042,Gabon,Africa,Gabon,Short
Ribeira,357.82803821211286,-2866144.323176596,-5546352.30520256,-2822149.053240259,-5293817.952553365,Brazil,South America,Brazil,Short
Zuo,329.6757903810765,2607290.06492203,11788973.237976171,2596624.7169387625,12032778.142275073,"China, Vietnam",Asia,China,Short
Duliu,274.6455487122696,2956480.7492666147,11977748.917431757,2937397.9799066405,12184945.580983944,China,Asia,China,Short
Mogami,224.10950769797904,4520268.89296714,15589033.644491324,4682464.896863475,15564236.793075358,Japan,Asia,Japan,Short
Ituxi,514.191294764069,-1124400.023235875,-7522648.317801951,-808160.1298526772,-7218019.922195593,Brazil,South America,Brazil,Medium
Saint Paul,424.4343768835248,968694.2328797762,-1022155.3497639581,709635.2444700572,-1197728.1462538755,"Guinea, Liberia",Africa,Liberia,Short
Lobaye,488.2644502507219,661449.5670538028,1736187.2632682363,406785.8479324763,2070390.3341385694,"Central African Republic, Democratic Republic of the Congo",Africa,Central African Republic,Short
Dja,812.5196155325092,401792.16084801283,1519935.0200450728,182988.30989913942,1788830.2939485512,"Cameroon, Republic of the Congo",Africa,Cameroon,Medium
Sankuru,1215.8068663911806,-1112454.577081084,2681397.363438954,-473521.6429989945,2270216.429843314,Democratic Republic of the Congo,Africa,Democratic Republic of the Congo,Medium
Kwilu,1062.3960481572647,-1219616.52226922,2150401.2181462348,-352956.87314304936,1931501.875703527,"Angola, Democratic Republic of the Congo",Africa,Democratic Republic of the Congo,Medium
Chambeshi,577.4152045161142,-1010953.5290933319,3485376.2951877182,-1325494.8939826738,3316059.78453291,Zambia,Africa,Zambia,Medium
Inkisi,326.4118881714334,-809265.2143518733,1700910.7254143131,-526979.6877084303,1654562.0292231906,"Angola, Democratic Republic of the Congo",Africa,Democratic Republic of the Congo,Short
Shama,224.41428890589552,-682996.948157232,3778340.060557633,-687776.3870924462,3598761.284345321,United Republic of Tanzania,Africa,United Republic of Tanzania,Short
Malagarasi,186.37189825401293,-418977.56966063945,3383949.454455175,-552790.4591673034,3446419.908932084,United Republic of Tanzania,Africa,United Republic of Tanzania,Short
Erdao,221.09560516671198,5157893.518657091,14261260.63411493,5217450.6982086515,14179439.721277475,China,Asia,China,Short
Nanweng,207.29205377673034,6643049.885437466,13874849.374325193,6591374.048879288,14030767.323221924,China,Asia,China,Short
Chuna,1932.734573578995,7104131.721841857,10799469.068934638,7875169.183880711,10627831.590380963,Russia,Europe,Russia,Medium
Severnaya Sos’va,1491.373070009556,8856054.991825327,6645958.40810682,9363712.587009516,7286697.74280951,Russia,Europe,Russia,Medium
Amgun’,1128.0943136026415,6624719.324667926,14953675.476579912,6940217.037552244,15552039.481681803,Russia,Europe,Russia,Medium
Moma,798.6974011189423,9507770.476603594,16383913.512393016,9962983.965337254,15933352.221824853,Russia,Europe,Russia,Medium
Adycha,1483.2256452127629,9726560.597871121,15606199.02300329,10476960.688709943,15004823.738707095,Russia,Europe,Russia,Medium
Chaor,401.67002211668915,6206164.119128208,13561692.644682966,5902680.704629073,13750087.837597756,China,Asia,China,Short
Bikin,610.3674596897175,5921771.906977897,15250688.705848308,5887156.753127873,14921181.925995817,Russia,Europe,Russia,Medium
Maya,1712.5251157202229,8330362.342127344,15526106.606165458,8462008.86993678,14978450.585907824,Russia,Europe,Russia,Medium
Kukhtuy,652.0966177363531,8794794.734780017,15928025.41025369,8226970.554694296,15942320.833143648,Russia,Europe,Russia,Medium
Jiparaná,783.4219529265301,-1421021.772543772,-6719085.203487058,-890665.481619189,-7000577.299651934,Brazil,South America,Brazil,Medium
Ventuari,423.7389336419161,484739.80077825545,-7202485.200287038,438046.96256764093,-7465004.606871158,Venezuela,South America,Venezuela,Short
Nhamundá,488.17086037068987,-139830.8320223438,-6777883.962845272,-267394.9060068116,-6408888.115580031,Brazil,South America,Brazil,Short
Itiquira,363.7534417616219,-1885239.008947212,-5983705.277283045,-1916117.0863785518,-6299536.28375488,Brazil,South America,Brazil,Short
Ivinheima,449.26933156381267,-2403066.0139078572,-6155340.038075712,-2616260.98207859,-5970790.476983982,Brazil,South America,Brazil,Short
Verde,315.070880745465,-1923883.1385150023,-5777535.927391013,-2154028.13790637,-5639427.4663646,Brazil,South America,Brazil,Short
Bermejo,1107.3335620190421,-2491565.999350701,-7201990.567784001,-3089199.4594639065,-6496391.866680397,"Argentina, Bolivia, Paraguay",South America,Argentina,Medium
Gongola,569.9252430943261,1080344.0656379855,1014920.669966799,1051322.8586929517,1338578.828135035,Nigeria,Africa,Nigeria,Medium
Molopo,981.8731502614787,-2933537.9029579093,2848311.3733647307,-3293521.156628227,2249697.3342503156,"Botswana, South Africa",Africa,South Africa,Medium
Auob,731.4225391141664,-2619872.5133858235,1868732.467515989,-2953426.0353502682,2226389.8158654715,"Namibia, South Africa",Africa,Namibia,Medium
Onilahy,388.49079999041857,-2624659.781015836,5145199.909717934,-2684312.9716159636,4870184.238029628,Madagascar,Africa,Madagascar,Short
Wei,829.4746776500431,4137515.9412410324,11584456.2867756,4088510.4022288457,12277811.474548548,China,Asia,China,Medium
Vakh,1345.9884274997548,8660767.25455105,9533171.812507067,8551222.129956476,8549994.591086788,Russia,Europe,Russia,Medium
Za’gya,374.4466656603037,3881393.2694325326,10146532.422838386,3732421.59006666,9907679.27909186,China,Asia,China,Short
Harirud,1218.0269029129192,4089424.4014606695,7415204.3542027995,4568723.457506064,6693921.454335328,"Afghanistan, Iran, Turkmenistan",Asia,Afghanistan,Medium
Yurungkax,520.0086763249186,4203140.57127883,9073310.343777416,4529660.513593199,8954044.119803486,China,Asia,China,Medium
Zarafshon,919.8357395540143,4762206.837678815,7844817.1429390665,4709704.957188896,7087496.732136077,"Tajikistan, Turkmenistan, Uzbekistan",Asia,Uzbekistan,Medium
Dali,276.9699161682146,4443990.815810513,12035305.66001037,4546876.806572727,12238159.341475457,China,Asia,China,Short
Jing,380.95753458377123,4198357.655022602,11846437.576680593,4067909.5277326615,12141727.74547138,China,Asia,China,Short
Dam,312.0974021491411,3824535.182655437,10499210.833025439,4017612.2217414007,10344831.136857925,China,Asia,China,Short
Mytinge,481.5092253411932,2658271.375694856,10941510.130136287,2480458.6377337454,10685230.702821245,Myanmar,Asia,Myanmar,Short
Qin,341.6917477451227,4354689.538807551,12508630.916762238,4134917.3557595783,12629370.167201255,China,Asia,China,Short
Ou,248.83710134130362,3202381.5725820363,13251596.11393315,3243148.264879883,13421744.259455698,China,Asia,China,Short
Wainganga,694.0364566552367,2497180.1149175824,8853486.962592766,2120758.7209029575,8896308.004998501,India,Asia,India,Medium
Toxkan,569.8504261425518,4900014.290379511,8458406.045194862,5009772.956030572,8910342.52283191,"China, Kyrgyzstan",Asia,China,Medium
Banas,501.1280328049316,2841480.5118525005,8186667.993279427,2971254.222563313,8542602.281151297,India,Asia,India,Medium
Tel,270.74954956797103,2228491.966854915,9135264.42366324,2357634.4903667085,9345428.882233648,India,Asia,India,Short
Zayü,161.90117605199674,3410610.2003303957,10814487.416252106,3295255.1917963894,10807339.704807127,China,Asia,China,Short
Zhang,447.89052660604546,4422975.985300032,12573362.548395887,4391593.6104601035,12877501.74702122,China,Asia,China,Short
Orhon,1104.456356018019,5914376.757919263,11299933.887089375,6457503.280671515,11817161.855127245,Mongolia,Asia,Mongolia,Medium
Cagayan,356.23448596486855,1804454.4078100023,13513718.72741043,2060913.1013758467,13541146.37147991,Philippines,Asia,Philippines,Short
Palar,333.08490401138306,1477835.2805077184,8672201.432468878,1389143.4467680273,8922202.831860766,India,Asia,India,Short
Tyung,1933.6951752460934,10098324.902795307,12708495.06112106,9259503.38256698,13525122.45259033,Russia,Europe,Russia,Medium
Dulgalakh,967.5552487604277,9557286.599484786,14500733.427370757,10254995.876749134,14829560.766971825,Russia,Europe,Russia,Medium
Oloy,897.772362560697,9626534.795870043,18420212.25247615,9972334.530766973,17745158.46731555,Russia,Europe,Russia,Medium
Bahr Aouk,274.0013731626973,980988.2850334266,2102378.3811756014,1046792.875492912,2316130.2842735252,"Central African Republic, Chad",Africa,Central African Republic,Short
Luan,688.2074989695917,5118646.20891824,12981450.669967052,4756396.175673236,13280869.057694547,China,Asia,China,Medium
Udzha,937.1145150894163,11169239.753535556,13129133.803016527,11632576.339967791,12712827.172164142,Russia,Europe,Russia,Medium
Santa,291.1840638578247,-999661.7990977233,-8755647.56638774,-1114691.9885083514,-8597982.097164348,Peru,South America,Peru,Short
Maputo,192.10283746311828,-3155513.1994083636,3569626.886364268,-3003631.4731458607,3637875.3007392874,"Mozambique, South Africa",Africa,South Africa,Short
Mongala,267.5389647174271,367586.89233154256,2322815.9763475354,203644.35068904934,2203087.7330026436,Democratic Republic of the Congo,Africa,Democratic Republic of the Congo,Short
Bakoy,121.25808709562521,1542679.3696358528,-1207936.0565912689,1513764.1135974205,-1100848.1196838615,Mali,Africa,Mali,Short
Liu,119.0045493560209,2787010.891444893,12188679.784605773,2711384.509054859,12192664.022240119,China,Asia,China,Short
Rong,223.92345750168184,2937397.9799066405,12184945.580983944,2787010.891444893,12188679.784605773,China,Asia,China,Short
Komadugu Yobe,126.88545804352333,1469619.0280653823,1592852.5478278738,1528035.733247378,1482837.5823173337,Niger,Africa,Niger,Short
Komadugu Yobe,413.9320169590877,1528035.733247378,1482837.5823173337,1421394.2284677876,1194292.8963426792,"Niger, Nigeria",Africa,Nigeria,Short
Ugalla,280.56724019479344,-573264.6542545886,3419117.281868871,-687776.3870924462,3598761.284345321,United Republic of Tanzania,Africa,United Republic of Tanzania,Short
Nen,963.625032978464,6591374.048879288,14030767.323221924,5883936.493344444,13744152.247561311,China,Asia,China,Medium
Casiquiare,316.1585903357679,348543.0524376365,-7329067.636888296,222546.76006245543,-7472646.950819172,"Colombia, Venezuela",South America,Venezuela,Short
Ibicuí,395.4638747614669,-3426238.533068441,-5995386.214085524,-3407587.926103878,-6320734.819599302,Brazil,South America,Brazil,Short
Wuding,170.05072736268878,4419222.21573687,12293857.135526177,4546876.806572727,12238159.341475457,China,Asia,China,Short
Aksu,160.3184575980135,4906477.969679677,9003768.275163688,5009772.956030572,8910342.52283191,China,Asia,China,Short
Luhit,280.2023966396709,3295255.1917963894,10807339.704807127,3209350.8710187688,10626499.887488173,"China, India",Asia,India,Short
Kureyka,726.4662101352218,10333816.856596284,10218172.602948511,9967674.672974663,9708440.219764348,Russia,Europe,Russia,Medium
Uda,638.820772838379,7269666.973050669,15055145.801488543,7137166.958049065,14527546.85745294,Russia,Europe,Russia,Medium
Tumnin,463.13756382992983,6289712.715221089,15622478.411427405,6567731.435907114,15453960.922508275,Russia,Europe,Russia,Short
Poronay,260.0499602203604,6280828.064689953,15933352.221824853,6496721.777197053,15929166.869876083,Russia,Europe,Russia,Short
Kouilou,216.09138535963888,-389399.58098028705,1413887.9856028478,-492745.08091644105,1301443.3417532188,Republic of the Congo,Africa,Republic of the Congo,Short
Asahan,113.66911647837301,333149.1641110791,11116131.710274212,267188.27173564676,11037153.57544871,Indonesia,Asia,Indonesia,Short
Fimi,151.9837735046583,-299838.8631686097,2023824.2170669911,-332831.4519129203,1888669.962253771,Democratic Republic of the Congo,Africa,Democratic Republic of the Congo,Short
Luapula,578.653179713305,-1041717.3990636669,3174333.9836079213,-1325494.8939826738,3316059.78453291,"Democratic Republic of the Congo, Zambia",Africa,Zambia,Medium
Malagarasi,128.52616036683872,-576355.0052877483,3319136.289991359,-573264.6542545886,3419117.281868871,United Republic of Tanzania,Africa,United Republic of Tanzania,Short
Di’er Songhua,381.3430131936788,5883936.493344444,13744152.247561311,5662255.066336149,13878708.59495328,China,Asia,China,Short
Kolidam,131.17215590034078,1257378.0991239818,8869521.752526369,1209247.8347636005,8758392.505003493,India,Asia,India,Short
Jhelum,46.757770909204936,4055758.087674954,8303781.750536844,3914517.092304197,8192864.488372412,"India, Pakistan",Asia,Pakistan,Short
Jhelum,832.2103072163551,3930899.385348024,8389728.224580945,3890835.48168113,8197897.781754961,"India, Pakistan",Asia,Pakistan,Medium
Guaporé,1034.1351312369834,-1662252.243016543,-6679169.447596414,-1662252.243016543,-6679161.294313396,"Bolivia, Brazil",South America,Brazil,Medium
Kabalebo,164.2023841486325,516224.2909442266,-6370260.578406084,385941.7032221082,-6417851.291376813,Suriname,South America,Suriname,Short
Katanga,878.7160335420053,8385224.200935278,11380841.632228918,7859080.0238296585,11615754.02251719,Russia,Europe,Russia,Medium
Kaduna,214.77015072152457,975340.7589157458,641527.4853943414,1166613.0952681198,677445.4148456112,Nigeria,Africa,Nigeria,Short
Ouémé,3.1457936859278943,712678.0817388751,284087.55792531464,709635.2444700572,283353.7624537769,Benin,Africa,Benin,Short
Ouémé,513.2453032023562,704087.9246079316,283913.62122095266,704163.9860261583,284348.4629818639,Benin,Africa,Benin,Medium
Komoé,1103.444127547224,1189402.075653201,-601929.7075413631,577172.4140888812,-413789.98416110774,"Burkina Faso, Ivory Coast, Mali",Africa,Ivory Coast,Medium
Chulym,2610.9357395767925,7281008.935329738,9993272.444205226,7897456.583556153,9464559.218157291,Russia,Europe,Russia,Long
Verkhnyaya Taymyra,1376.6950574084174,12399791.217675706,10477566.584376078,12599212.245445924,11107641.424892422,Russia,Europe,Russia,Medium
Vitim,2959.9750571864206,8230636.506165018,12554126.235997574,8231036.247724816,12553990.34794729,Russia,Europe,Russia,Long
Fuchun,61.58775716720612,3447237.6878859876,13215602.087173719,3418877.9339186368,13268788.670055173,China,Asia,China,Short
Fuchun,289.2656165554335,3444809.1721661664,13111783.616756164,3507258.2942952663,13374917.23732757,China,Asia,China,Short
Mae Klong,81.17447207337237,1610729.0342656823,11037251.414844917,1683146.7103164275,11024988.877187222,Thailand,Asia,Thailand,Short
Mae Klong,345.6563523844293,1813176.483544082,11008562.729668798,1492390.389836522,11132101.273943678,"Myanmar, Thailand",Asia,Thailand,Short
Yom,41.33269609210683,1998372.8351870885,11193381.349100094,2028966.77924532,11200143.13848226,Thailand,Asia,Thailand,Short
Yom,629.1556961167702,2179406.573536476,11263380.001562776,1759205.126272598,11147614.253764188,"Laos, Thailand",Asia,Thailand,Medium
Cunene,35.77060865960098,-1939978.1962243374,1614920.7671941181,-1917699.4583324804,1640141.5893269693,Angola,Africa,Angola,Short
Cunene,866.284818804033,-1531956.423195939,1783519.7889434255,-1937602.1889409756,1309797.7390847234,"Angola, Namibia",Africa,Angola,Medium
Río Negro,202.4580386688492,-3860258.589809119,-6324697.315145605,-3798092.5969202705,-6172135.801090907,Uruguay,South America,Uruguay,Short
Río Negro,546.7923215542971,-3659788.351236043,-6018052.340873021,-3860258.589809119,-6324697.315145605,"Argentina, Brazil, Uruguay",South America,Uruguay,Medium
Paranapanema,260.53361935387835,-2640306.2314656987,-5480174.824713883,-2608336.0788868135,-5623699.783424644,Brazil,South America,Brazil,Short
Paranapanema,492.3208961093948,-2752928.089471467,-5366626.769895939,-2640235.664538994,-5480212.873367963,Brazil,South America,Brazil,Short
Tana,59.61549209337701,-86068.22769066953,4194766.272894269,-86975.36801801692,4201223.6730438,Kenya,Africa,Kenya,Short
Tana,697.3246900499867,-88406.27757192012,4209061.695784224,-87515.33335525233,4151379.9361993503,Kenya,Africa,Kenya,Medium
Rusizi,238.47792109348475,-368910.5242826818,3251214.006937024,-603339.1949694259,3289458.339809168,"Burundi, Democratic Republic of the Congo, United Republic of Tanzania",Africa,United Republic of Tanzania,Short
Rusizi,128.8365015850074,-368910.5242826818,3251214.006937024,-274031.1782569643,3214252.45725957,"Burundi, Democratic Republic of the Congo, Rwanda",Africa,Democratic Republic of the Congo,Short
Cauvery,49.99873248586565,1395269.8326320127,8508396.541133624,1333497.5999817338,8646730.576323505,India,Asia,India,Short
Cauvery,767.108075819819,1375070.0993742817,8422477.244699573,1203309.3633520384,8781074.938357027,India,Asia,India,Medium
Chambal,91.80802855136125,2814723.58881699,8413677.134563133,2826450.275294737,8405426.012149842,India,Asia,India,Short
Chambal,873.4627837394532,2552109.063437834,8423238.217781166,3042336.990119442,8821498.915555734,India,Asia,India,Medium
Zeya,350.01707770263346,7089236.626262474,14173515.002285061,7256078.456794229,14387147.323898729,Russia,Europe,Russia,Short
Zeya,1316.6276177793588,7437850.163897015,14545935.228417479,6449106.061559031,14202529.818781858,Russia,Europe,Russia,Medium
Pangani,22.383622306050764,-417446.2398448474,4168882.3170760274,-399256.1207125874,4156880.684474878,United Republic of Tanzania,Africa,United Republic of Tanzania,Short
Pangani,322.38955358324586,-399256.1207125874,4156880.684474878,-600448.2863903482,4339476.175403512,United Republic of Tanzania,Africa,United Republic of Tanzania,Short
Caroní,124.14470847374318,755398.8702533615,-6997084.976759615,862294.19179931,-7012807.224177562,Venezuela,South America,Venezuela,Short
Caroní,649.0577273401476,562936.0854942118,-6769499.670142703,862294.19179931,-7012807.224177562,Venezuela,South America,Venezuela,Medium
